************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.002], 'LR_actor': [0.0005], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.99], 'tau': [0.002], 'LR_actor': [0.0002], 'LR_critic': [0.001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.3], 'num_repeats': [5], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
[10000]
{'buffer_size': [10000], 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.95], 'tau': [0.002], 'LR_actor': [0.001], 'LR_critic': [0.0001], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.99995], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.1], 'num_repeats': [1], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': [0.9], 'tau': [0.001], 'LR_actor': [0.0001], 'LR_critic': [0.0005], 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': [0.9999], 'fc1_units': 256, 'fc2_units': 128, 'sigma': [0.2], 'num_repeats': [3], 'seed': 1000, 'trial': 0}
************************************************************************************
Number of agents: 2
Size of each action: 2
ep decay: 0.999177986219662
trial: 0
10000
{'buffer_size': 10000, 'batch_size': 256, 'device': device(type='cuda', index=0), 'gamma': 0.9, 'tau': 0.005, 'LR_actor': 0.0005, 'LR_critic': 0.0002, 'weight_decay': 0.0, 'max_episodes': 100, 'epsilon_decay': 0.99995, 'fc1_units': 256, 'fc2_units': 128, 'sigma': 0.2, 'num_repeats': 3, 'seed': 1000, 'trial': 0}
time :2019-01-22 03:48:05.040366
main file: train_tennis.py
platform = Linux
episode:4, steps:14, total steps:57, current:[+0.000, -0.010], score:0.000 slope:0.00e+00 epsilon:1.00
episode:547, steps:31, total steps:11805, current:[+0.100, -0.010], score:0.073 slope:2.77e-04 epsilon:0.76
episode:548, steps:31, total steps:11836, current:[+0.100, -0.010], score:0.074 slope:2.49e-04 epsilon:0.76
episode:549, steps:31, total steps:11867, current:[-0.010, +0.100], score:0.074 slope:2.80e-04 epsilon:0.76
episode:550, steps:70, total steps:11937, current:[+0.100, +0.190], score:0.076 slope:3.04e-04 epsilon:0.76
episode:551, steps:30, total steps:11967, current:[+0.100, -0.010], score:0.076 slope:3.32e-04 epsilon:0.76
episode:552, steps:52, total steps:12019, current:[+0.090, +0.100], score:0.076 slope:3.55e-04 epsilon:0.76
episode:553, steps:33, total steps:12052, current:[+0.100, -0.010], score:0.076 slope:3.84e-04 epsilon:0.76
episode:554, steps:54, total steps:12106, current:[+0.100, +0.090], score:0.076 slope:4.13e-04 epsilon:0.76
episode:555, steps:30, total steps:12136, current:[+0.000, +0.090], score:0.077 slope:3.75e-04 epsilon:0.76
episode:556, steps:30, total steps:12166, current:[+0.000, +0.090], score:0.077 slope:3.96e-04 epsilon:0.76
episode:557, steps:31, total steps:12197, current:[-0.010, +0.100], score:0.078 slope:3.63e-04 epsilon:0.76
episode:558, steps:31, total steps:12228, current:[+0.100, -0.010], score:0.079 slope:3.29e-04 epsilon:0.76
episode:559, steps:30, total steps:12258, current:[+0.100, -0.010], score:0.080 slope:2.94e-04 epsilon:0.76
episode:560, steps:51, total steps:12309, current:[+0.090, +0.100], score:0.080 slope:3.18e-04 epsilon:0.76
episode:561, steps:31, total steps:12340, current:[+0.000, +0.090], score:0.080 slope:3.30e-04 epsilon:0.76
episode:562, steps:66, total steps:12406, current:[+0.200, +0.090], score:0.082 slope:3.53e-04 epsilon:0.75
episode:563, steps:29, total steps:12435, current:[+0.100, -0.010], score:0.082 slope:3.75e-04 epsilon:0.75
episode:564, steps:52, total steps:12487, current:[+0.090, +0.100], score:0.082 slope:3.91e-04 epsilon:0.75
episode:565, steps:40, total steps:12527, current:[+0.100, -0.010], score:0.083 slope:3.52e-04 epsilon:0.75
episode:566, steps:30, total steps:12557, current:[+0.100, -0.010], score:0.083 slope:3.72e-04 epsilon:0.75
episode:567, steps:51, total steps:12608, current:[+0.100, +0.090], score:0.084 slope:3.32e-04 epsilon:0.75
episode:568, steps:31, total steps:12639, current:[+0.100, -0.010], score:0.084 slope:3.51e-04 epsilon:0.75
episode:569, steps:14, total steps:12653, current:[+0.000, -0.010], score:0.083 slope:3.11e-04 epsilon:0.75
episode:570, steps:32, total steps:12685, current:[+0.000, +0.090], score:0.084 slope:2.65e-04 epsilon:0.75
episode:571, steps:69, total steps:12754, current:[+0.200, +0.090], score:0.085 slope:3.43e-04 epsilon:0.75
episode:572, steps:31, total steps:12785, current:[+0.000, +0.090], score:0.085 slope:3.56e-04 epsilon:0.75
episode:573, steps:30, total steps:12815, current:[+0.100, -0.010], score:0.085 slope:3.74e-04 epsilon:0.75
episode:574, steps:51, total steps:12866, current:[+0.100, +0.090], score:0.085 slope:3.92e-04 epsilon:0.75
episode:575, steps:30, total steps:12896, current:[+0.100, -0.010], score:0.085 slope:4.10e-04 epsilon:0.75
episode:576, steps:15, total steps:12911, current:[-0.010, +0.000], score:0.085 slope:3.09e-04 epsilon:0.75
episode:577, steps:14, total steps:12925, current:[+0.000, -0.010], score:0.084 slope:2.67e-04 epsilon:0.75
episode:578, steps:31, total steps:12956, current:[+0.100, -0.010], score:0.084 slope:2.87e-04 epsilon:0.75
episode:579, steps:51, total steps:13007, current:[+0.090, +0.100], score:0.084 slope:3.06e-04 epsilon:0.75
episode:580, steps:30, total steps:13037, current:[+0.100, -0.010], score:0.084 slope:3.26e-04 epsilon:0.75
episode:581, steps:30, total steps:13067, current:[-0.010, +0.100], score:0.084 slope:3.45e-04 epsilon:0.75
episode:582, steps:31, total steps:13098, current:[-0.010, +0.100], score:0.084 slope:3.65e-04 epsilon:0.75
episode:583, steps:69, total steps:13167, current:[+0.200, +0.090], score:0.086 slope:3.83e-04 epsilon:0.75
episode:584, steps:30, total steps:13197, current:[+0.000, +0.090], score:0.086 slope:3.94e-04 epsilon:0.75
episode:585, steps:14, total steps:13211, current:[+0.000, -0.010], score:0.086 slope:2.91e-04 epsilon:0.75
episode:586, steps:33, total steps:13244, current:[+0.100, -0.010], score:0.086 slope:3.08e-04 epsilon:0.75
episode:587, steps:63, total steps:13307, current:[+0.090, +0.200], score:0.087 slope:3.85e-04 epsilon:0.75
episode:588, steps:31, total steps:13338, current:[+0.100, -0.010], score:0.088 slope:3.40e-04 epsilon:0.75
episode:589, steps:31, total steps:13369, current:[+0.100, -0.010], score:0.086 slope:4.76e-04 epsilon:0.74
episode:590, steps:51, total steps:13420, current:[+0.090, +0.100], score:0.086 slope:4.93e-04 epsilon:0.74
episode:591, steps:32, total steps:13452, current:[+0.100, -0.010], score:0.087 slope:4.50e-04 epsilon:0.74
episode:592, steps:29, total steps:13481, current:[-0.010, +0.100], score:0.088 slope:4.05e-04 epsilon:0.74
episode:593, steps:30, total steps:13511, current:[+0.100, -0.010], score:0.088 slope:4.20e-04 epsilon:0.74
episode:594, steps:30, total steps:13541, current:[+0.100, -0.010], score:0.089 slope:3.74e-04 epsilon:0.74
episode:595, steps:31, total steps:13572, current:[+0.000, +0.090], score:0.089 slope:3.82e-04 epsilon:0.74
episode:596, steps:33, total steps:13605, current:[+0.000, -0.010], score:0.088 slope:3.36e-04 epsilon:0.74
episode:597, steps:31, total steps:13636, current:[+0.100, -0.010], score:0.088 slope:3.51e-04 epsilon:0.74
episode:598, steps:31, total steps:13667, current:[+0.000, +0.090], score:0.088 slope:3.60e-04 epsilon:0.74
episode:599, steps:52, total steps:13719, current:[+0.090, +0.100], score:0.089 slope:3.14e-04 epsilon:0.74
episode:600, steps:31, total steps:13750, current:[+0.100, -0.010], score:0.089 slope:3.28e-04 epsilon:0.74
episode:601, steps:42, total steps:13792, current:[+0.100, -0.010], score:0.089 slope:3.42e-04 epsilon:0.74
episode:602, steps:30, total steps:13822, current:[+0.100, -0.010], score:0.090 slope:2.95e-04 epsilon:0.74
episode:603, steps:51, total steps:13873, current:[+0.090, +0.100], score:0.090 slope:3.08e-04 epsilon:0.74
episode:604, steps:30, total steps:13903, current:[+0.100, -0.010], score:0.090 slope:3.20e-04 epsilon:0.74
episode:605, steps:30, total steps:13933, current:[+0.000, +0.090], score:0.089 slope:3.27e-04 epsilon:0.74
episode:606, steps:30, total steps:13963, current:[+0.100, -0.010], score:0.090 slope:2.79e-04 epsilon:0.74
episode:607, steps:53, total steps:14016, current:[+0.090, +0.100], score:0.091 slope:2.30e-04 epsilon:0.74
episode:608, steps:73, total steps:14089, current:[-0.010, +0.100], score:0.091 slope:2.40e-04 epsilon:0.74
episode:609, steps:53, total steps:14142, current:[+0.090, +0.100], score:0.091 slope:2.51e-04 epsilon:0.74
episode:610, steps:30, total steps:14172, current:[+0.100, -0.010], score:0.091 slope:2.61e-04 epsilon:0.74
episode:611, steps:53, total steps:14225, current:[+0.090, +0.100], score:0.091 slope:2.71e-04 epsilon:0.74
episode:612, steps:52, total steps:14277, current:[+0.090, +0.100], score:0.091 slope:2.82e-04 epsilon:0.74
episode:613, steps:14, total steps:14291, current:[+0.000, -0.010], score:0.090 slope:2.32e-04 epsilon:0.74
episode:614, steps:51, total steps:14342, current:[+0.100, +0.090], score:0.091 slope:1.83e-04 epsilon:0.74
episode:615, steps:52, total steps:14394, current:[+0.090, +0.100], score:0.092 slope:1.88e-04 epsilon:0.74
episode:616, steps:52, total steps:14446, current:[+0.100, +0.090], score:0.093 slope:1.37e-04 epsilon:0.73
episode:617, steps:30, total steps:14476, current:[+0.000, +0.090], score:0.093 slope:7.97e-05 epsilon:0.73
episode:618, steps:51, total steps:14527, current:[+0.100, +0.090], score:0.094 slope:2.70e-05 epsilon:0.73
episode:619, steps:51, total steps:14578, current:[+0.090, +0.100], score:0.094 slope:3.37e-05 epsilon:0.73
episode:620, steps:52, total steps:14630, current:[+0.100, +0.090], score:0.095 slope:-2.02e-05 epsilon:0.73
episode:621, steps:31, total steps:14661, current:[+0.100, -0.010], score:0.094 slope:4.60e-05 epsilon:0.73
episode:622, steps:52, total steps:14713, current:[+0.100, +0.090], score:0.094 slope:5.27e-05 epsilon:0.73
episode:623, steps:51, total steps:14764, current:[+0.100, +0.090], score:0.094 slope:5.94e-05 epsilon:0.73
episode:624, steps:89, total steps:14853, current:[+0.200, +0.090], score:0.095 slope:1.26e-04 epsilon:0.73
episode:625, steps:52, total steps:14905, current:[+0.090, +0.100], score:0.096 slope:7.04e-05 epsilon:0.73
episode:626, steps:51, total steps:14956, current:[+0.090, +0.100], score:0.096 slope:7.48e-05 epsilon:0.73
episode:627, steps:51, total steps:15007, current:[+0.100, +0.090], score:0.096 slope:7.91e-05 epsilon:0.73
episode:628, steps:51, total steps:15058, current:[+0.090, +0.100], score:0.096 slope:8.34e-05 epsilon:0.73
episode:629, steps:32, total steps:15090, current:[+0.100, -0.010], score:0.097 slope:2.71e-05 epsilon:0.73
episode:630, steps:51, total steps:15141, current:[+0.100, +0.090], score:0.097 slope:3.02e-05 epsilon:0.73
episode:631, steps:31, total steps:15172, current:[-0.010, +0.100], score:0.097 slope:3.34e-05 epsilon:0.73
episode:632, steps:51, total steps:15223, current:[+0.090, +0.100], score:0.097 slope:3.65e-05 epsilon:0.73
episode:633, steps:54, total steps:15277, current:[+0.100, +0.090], score:0.098 slope:3.35e-05 epsilon:0.73
episode:634, steps:31, total steps:15308, current:[+0.100, -0.010], score:0.098 slope:3.65e-05 epsilon:0.73
episode:635, steps:32, total steps:15340, current:[+0.100, -0.010], score:0.098 slope:3.95e-05 epsilon:0.73
episode:636, steps:31, total steps:15371, current:[+0.000, +0.090], score:0.097 slope:3.66e-05 epsilon:0.73
episode:637, steps:31, total steps:15402, current:[+0.100, -0.010], score:0.097 slope:3.97e-05 epsilon:0.73
episode:638, steps:49, total steps:15451, current:[+0.200, -0.010], score:0.099 slope:4.16e-05 epsilon:0.73
episode:639, steps:53, total steps:15504, current:[+0.090, +0.100], score:0.099 slope:4.24e-05 epsilon:0.73
episode:640, steps:30, total steps:15534, current:[+0.000, +0.090], score:0.099 slope:3.71e-05 epsilon:0.73
episode:641, steps:31, total steps:15565, current:[+0.000, +0.090], score:0.099 slope:3.20e-05 epsilon:0.73
episode:642, steps:32, total steps:15597, current:[+0.100, -0.010], score:0.099 slope:2.69e-05 epsilon:0.73
episode:643, steps:31, total steps:15628, current:[+0.100, -0.010], score:0.099 slope:2.17e-05 epsilon:0.73
episode:644, steps:51, total steps:15679, current:[+0.090, +0.100], score:0.100 slope:1.64e-05 epsilon:0.72
episode:645, steps:32, total steps:15711, current:[+0.100, -0.010], score:0.100 slope:1.70e-05 epsilon:0.72
episode:646, steps:50, total steps:15761, current:[+0.100, +0.090], score:0.100 slope:1.15e-05 epsilon:0.72
episode:647, steps:55, total steps:15816, current:[+0.090, +0.100], score:0.100 slope:1.20e-05 epsilon:0.72
episode:648, steps:14, total steps:15830, current:[-0.010, +0.000], score:0.099 slope:-4.69e-05 epsilon:0.72
episode:649, steps:31, total steps:15861, current:[+0.100, -0.010], score:0.099 slope:-4.52e-05 epsilon:0.72
episode:650, steps:30, total steps:15891, current:[+0.000, +0.090], score:0.098 slope:5.04e-06 epsilon:0.72
episode:651, steps:31, total steps:15922, current:[+0.000, +0.090], score:0.098 slope:1.98e-06 epsilon:0.72
episode:652, steps:31, total steps:15953, current:[+0.100, -0.010], score:0.098 slope:4.98e-06 epsilon:0.72
episode:653, steps:52, total steps:16005, current:[+0.090, +0.100], score:0.098 slope:7.98e-06 epsilon:0.72
episode:654, steps:31, total steps:16036, current:[+0.000, +0.090], score:0.097 slope:5.04e-06 epsilon:0.72
episode:655, steps:31, total steps:16067, current:[+0.100, -0.010], score:0.098 slope:2.10e-06 epsilon:0.72
episode:656, steps:52, total steps:16119, current:[+0.090, +0.100], score:0.098 slope:-9.60e-07 epsilon:0.72
episode:657, steps:14, total steps:16133, current:[-0.010, +0.000], score:0.097 slope:-5.75e-05 epsilon:0.72
episode:658, steps:30, total steps:16163, current:[+0.000, +0.090], score:0.097 slope:-5.93e-05 epsilon:0.72
episode:659, steps:14, total steps:16177, current:[+0.000, -0.010], score:0.096 slope:-1.15e-04 epsilon:0.72
episode:660, steps:51, total steps:16228, current:[+0.090, +0.100], score:0.096 slope:-1.09e-04 epsilon:0.72
episode:661, steps:14, total steps:16242, current:[-0.010, +0.000], score:0.095 slope:-1.69e-04 epsilon:0.72
episode:662, steps:30, total steps:16272, current:[+0.000, +0.090], score:0.094 slope:-1.08e-04 epsilon:0.72
episode:663, steps:30, total steps:16302, current:[+0.000, +0.090], score:0.093 slope:-1.06e-04 epsilon:0.72
episode:664, steps:30, total steps:16332, current:[+0.000, +0.090], score:0.093 slope:-1.04e-04 epsilon:0.72
episode:665, steps:15, total steps:16347, current:[-0.010, +0.000], score:0.092 slope:-1.56e-04 epsilon:0.72
episode:666, steps:17, total steps:16364, current:[-0.010, +0.000], score:0.091 slope:-2.06e-04 epsilon:0.72
episode:667, steps:26, total steps:16390, current:[-0.010, +0.100], score:0.091 slope:-1.95e-04 epsilon:0.72
episode:668, steps:43, total steps:16433, current:[+0.100, -0.010], score:0.091 slope:-1.85e-04 epsilon:0.72
episode:669, steps:32, total steps:16465, current:[+0.000, +0.090], score:0.092 slope:-2.41e-04 epsilon:0.72
episode:670, steps:13, total steps:16478, current:[-0.010, +0.000], score:0.091 slope:-2.97e-04 epsilon:0.72
episode:671, steps:32, total steps:16510, current:[+0.000, +0.090], score:0.090 slope:-2.32e-04 epsilon:0.71
episode:672, steps:14, total steps:16524, current:[-0.010, +0.000], score:0.089 slope:-2.86e-04 epsilon:0.71
episode:673, steps:31, total steps:16555, current:[+0.100, -0.010], score:0.089 slope:-2.73e-04 epsilon:0.71
episode:674, steps:30, total steps:16585, current:[+0.100, -0.010], score:0.089 slope:-2.60e-04 epsilon:0.71
episode:675, steps:13, total steps:16598, current:[-0.010, +0.000], score:0.088 slope:-3.07e-04 epsilon:0.71
episode:676, steps:52, total steps:16650, current:[+0.100, +0.090], score:0.089 slope:-3.53e-04 epsilon:0.71
episode:677, steps:14, total steps:16664, current:[-0.010, +0.000], score:0.089 slope:-4.60e-04 epsilon:0.71
episode:678, steps:30, total steps:16694, current:[+0.000, +0.090], score:0.089 slope:-4.53e-04 epsilon:0.71
episode:679, steps:65, total steps:16759, current:[+0.090, +0.100], score:0.089 slope:-4.40e-04 epsilon:0.71
episode:680, steps:31, total steps:16790, current:[+0.000, +0.090], score:0.089 slope:-4.33e-04 epsilon:0.71
episode:681, steps:32, total steps:16822, current:[+0.000, +0.090], score:0.089 slope:-4.26e-04 epsilon:0.71
episode:682, steps:31, total steps:16853, current:[+0.100, -0.010], score:0.089 slope:-4.13e-04 epsilon:0.71
episode:683, steps:31, total steps:16884, current:[+0.000, +0.090], score:0.088 slope:-3.45e-04 epsilon:0.71
episode:684, steps:33, total steps:16917, current:[+0.000, +0.090], score:0.088 slope:-3.43e-04 epsilon:0.71
episode:685, steps:31, total steps:16948, current:[+0.000, +0.090], score:0.089 slope:-3.95e-04 epsilon:0.71
episode:686, steps:31, total steps:16979, current:[+0.000, +0.090], score:0.089 slope:-3.87e-04 epsilon:0.71
episode:687, steps:31, total steps:17010, current:[+0.000, +0.090], score:0.088 slope:-3.19e-04 epsilon:0.71
episode:688, steps:51, total steps:17061, current:[+0.090, +0.100], score:0.088 slope:-3.04e-04 epsilon:0.71
episode:689, steps:31, total steps:17092, current:[+0.100, -0.010], score:0.088 slope:-2.89e-04 epsilon:0.71
episode:690, steps:31, total steps:17123, current:[+0.000, +0.090], score:0.088 slope:-2.80e-04 epsilon:0.71
episode:691, steps:14, total steps:17137, current:[+0.000, -0.010], score:0.087 slope:-3.25e-04 epsilon:0.71
episode:692, steps:30, total steps:17167, current:[+0.100, -0.010], score:0.087 slope:-3.08e-04 epsilon:0.71
episode:693, steps:31, total steps:17198, current:[+0.100, -0.010], score:0.087 slope:-2.92e-04 epsilon:0.71
episode:694, steps:29, total steps:17227, current:[+0.000, +0.090], score:0.086 slope:-2.82e-04 epsilon:0.71
episode:695, steps:30, total steps:17257, current:[+0.100, -0.010], score:0.087 slope:-2.72e-04 epsilon:0.71
episode:696, steps:52, total steps:17309, current:[+0.100, +0.090], score:0.088 slope:-3.16e-04 epsilon:0.71
episode:697, steps:30, total steps:17339, current:[+0.000, +0.090], score:0.087 slope:-3.07e-04 epsilon:0.71
episode:698, steps:31, total steps:17370, current:[+0.000, +0.090], score:0.087 slope:-3.04e-04 epsilon:0.71
episode:699, steps:32, total steps:17402, current:[+0.000, +0.090], score:0.087 slope:-2.95e-04 epsilon:0.70
episode:700, steps:30, total steps:17432, current:[+0.000, +0.090], score:0.087 slope:-2.86e-04 epsilon:0.70
episode:701, steps:51, total steps:17483, current:[+0.090, +0.100], score:0.087 slope:-2.70e-04 epsilon:0.70
episode:702, steps:31, total steps:17514, current:[+0.000, +0.090], score:0.087 slope:-2.61e-04 epsilon:0.70
episode:703, steps:30, total steps:17544, current:[+0.100, -0.010], score:0.087 slope:-2.45e-04 epsilon:0.70
episode:704, steps:30, total steps:17574, current:[+0.000, +0.090], score:0.087 slope:-2.36e-04 epsilon:0.70
episode:705, steps:32, total steps:17606, current:[+0.100, -0.010], score:0.087 slope:-2.26e-04 epsilon:0.70
episode:706, steps:31, total steps:17637, current:[+0.000, +0.090], score:0.087 slope:-2.17e-04 epsilon:0.70
episode:707, steps:51, total steps:17688, current:[+0.090, +0.100], score:0.087 slope:-2.01e-04 epsilon:0.70
episode:708, steps:31, total steps:17719, current:[+0.100, -0.010], score:0.087 slope:-1.85e-04 epsilon:0.70
episode:709, steps:71, total steps:17790, current:[+0.200, +0.090], score:0.088 slope:-1.10e-04 epsilon:0.70
episode:710, steps:31, total steps:17821, current:[+0.000, +0.090], score:0.088 slope:-1.02e-04 epsilon:0.70
episode:711, steps:52, total steps:17873, current:[+0.090, +0.100], score:0.088 slope:-8.74e-05 epsilon:0.70
episode:712, steps:13, total steps:17886, current:[+0.000, -0.010], score:0.087 slope:-1.32e-04 epsilon:0.70
episode:713, steps:52, total steps:17938, current:[+0.090, +0.100], score:0.088 slope:-1.77e-04 epsilon:0.70
episode:714, steps:29, total steps:17967, current:[+0.000, +0.090], score:0.088 slope:-1.69e-04 epsilon:0.70
episode:715, steps:29, total steps:17996, current:[+0.100, -0.010], score:0.088 slope:-1.54e-04 epsilon:0.70
episode:716, steps:14, total steps:18010, current:[+0.000, -0.010], score:0.087 slope:-1.99e-04 epsilon:0.70
episode:717, steps:84, total steps:18094, current:[+0.200, +0.190], score:0.088 slope:-1.30e-04 epsilon:0.70
episode:718, steps:14, total steps:18108, current:[+0.000, -0.010], score:0.087 slope:-1.74e-04 epsilon:0.70
episode:719, steps:18, total steps:18126, current:[+0.000, -0.010], score:0.086 slope:-2.18e-04 epsilon:0.70
episode:720, steps:14, total steps:18140, current:[+0.000, -0.010], score:0.085 slope:-2.61e-04 epsilon:0.70
episode:721, steps:32, total steps:18172, current:[+0.100, -0.010], score:0.085 slope:-2.42e-04 epsilon:0.70
episode:722, steps:29, total steps:18201, current:[+0.100, -0.010], score:0.085 slope:-2.24e-04 epsilon:0.70
episode:723, steps:32, total steps:18233, current:[+0.100, -0.010], score:0.085 slope:-2.06e-04 epsilon:0.70
episode:724, steps:30, total steps:18263, current:[+0.000, +0.090], score:0.084 slope:-1.33e-04 epsilon:0.70
episode:725, steps:30, total steps:18293, current:[+0.100, -0.010], score:0.084 slope:-1.14e-04 epsilon:0.70
episode:726, steps:31, total steps:18324, current:[+0.000, +0.090], score:0.084 slope:-1.01e-04 epsilon:0.70
episode:727, steps:35, total steps:18359, current:[-0.010, +0.100], score:0.084 slope:-8.09e-05 epsilon:0.70
episode:728, steps:32, total steps:18391, current:[+0.100, -0.010], score:0.084 slope:-6.14e-05 epsilon:0.69
episode:729, steps:14, total steps:18405, current:[+0.000, -0.010], score:0.083 slope:-1.01e-04 epsilon:0.69
episode:730, steps:30, total steps:18435, current:[+0.100, -0.010], score:0.083 slope:-8.05e-05 epsilon:0.69
episode:731, steps:30, total steps:18465, current:[+0.000, +0.090], score:0.083 slope:-6.56e-05 epsilon:0.69
episode:732, steps:31, total steps:18496, current:[+0.100, -0.010], score:0.083 slope:-4.48e-05 epsilon:0.69
episode:733, steps:52, total steps:18548, current:[+0.090, +0.100], score:0.083 slope:-2.39e-05 epsilon:0.69
episode:734, steps:15, total steps:18563, current:[+0.000, -0.010], score:0.082 slope:-6.24e-05 epsilon:0.69
episode:735, steps:14, total steps:18577, current:[+0.000, -0.010], score:0.081 slope:-9.97e-05 epsilon:0.69
episode:736, steps:14, total steps:18591, current:[-0.010, +0.000], score:0.080 slope:-1.42e-04 epsilon:0.69
episode:737, steps:31, total steps:18622, current:[+0.100, -0.010], score:0.080 slope:-1.18e-04 epsilon:0.69
episode:738, steps:14, total steps:18636, current:[+0.000, -0.010], score:0.078 slope:-9.20e-05 epsilon:0.69
episode:739, steps:91, total steps:18727, current:[+0.200, +0.190], score:0.079 slope:-5.82e-06 epsilon:0.69
episode:740, steps:51, total steps:18778, current:[+0.090, +0.100], score:0.079 slope:1.37e-05 epsilon:0.69
episode:741, steps:51, total steps:18829, current:[+0.090, +0.100], score:0.079 slope:3.31e-05 epsilon:0.69
episode:742, steps:14, total steps:18843, current:[+0.000, -0.010], score:0.078 slope:-1.02e-06 epsilon:0.69
episode:743, steps:31, total steps:18874, current:[+0.100, -0.010], score:0.078 slope:2.55e-05 epsilon:0.69
episode:744, steps:14, total steps:18888, current:[+0.000, -0.010], score:0.077 slope:-7.38e-06 epsilon:0.69
episode:745, steps:31, total steps:18919, current:[+0.000, +0.090], score:0.077 slope:1.44e-05 epsilon:0.69
episode:746, steps:53, total steps:18972, current:[+0.100, +0.090], score:0.077 slope:4.22e-05 epsilon:0.69
episode:747, steps:31, total steps:19003, current:[+0.100, -0.010], score:0.077 slope:7.01e-05 epsilon:0.69
episode:748, steps:14, total steps:19017, current:[-0.010, +0.000], score:0.077 slope:-2.21e-05 epsilon:0.69
episode:749, steps:31, total steps:19048, current:[+0.100, -0.010], score:0.077 slope:5.76e-06 epsilon:0.69
episode:750, steps:31, total steps:19079, current:[+0.100, -0.010], score:0.077 slope:2.75e-05 epsilon:0.69
episode:751, steps:31, total steps:19110, current:[+0.000, +0.090], score:0.077 slope:4.33e-05 epsilon:0.69
episode:752, steps:30, total steps:19140, current:[+0.100, -0.010], score:0.077 slope:7.10e-05 epsilon:0.69
episode:753, steps:30, total steps:19170, current:[+0.100, -0.010], score:0.077 slope:9.87e-05 epsilon:0.69
episode:754, steps:53, total steps:19223, current:[+0.100, +0.090], score:0.077 slope:1.20e-04 epsilon:0.69
episode:755, steps:14, total steps:19237, current:[+0.000, -0.010], score:0.076 slope:8.86e-05 epsilon:0.69
episode:756, steps:31, total steps:19268, current:[+0.100, -0.010], score:0.076 slope:1.17e-04 epsilon:0.69
episode:757, steps:54, total steps:19322, current:[+0.090, +0.100], score:0.077 slope:8.56e-05 epsilon:0.68
episode:758, steps:49, total steps:19371, current:[+0.100, -0.010], score:0.077 slope:1.07e-04 epsilon:0.68
episode:759, steps:31, total steps:19402, current:[+0.100, -0.010], score:0.078 slope:7.40e-05 epsilon:0.68
episode:760, steps:30, total steps:19432, current:[+0.100, -0.010], score:0.078 slope:1.00e-04 epsilon:0.68
episode:761, steps:32, total steps:19464, current:[+0.100, -0.010], score:0.079 slope:6.59e-05 epsilon:0.68
episode:762, steps:15, total steps:19479, current:[+0.000, -0.010], score:0.078 slope:2.56e-05 epsilon:0.68
episode:763, steps:14, total steps:19493, current:[+0.000, -0.010], score:0.077 slope:-1.37e-05 epsilon:0.68
episode:764, steps:29, total steps:19522, current:[+0.100, -0.010], score:0.077 slope:7.44e-06 epsilon:0.68
episode:765, steps:15, total steps:19537, current:[+0.000, -0.010], score:0.077 slope:-8.54e-05 epsilon:0.68
episode:766, steps:30, total steps:19567, current:[+0.100, -0.010], score:0.078 slope:-1.19e-04 epsilon:0.68
episode:767, steps:14, total steps:19581, current:[+0.000, -0.010], score:0.077 slope:-1.52e-04 epsilon:0.68
episode:768, steps:31, total steps:19612, current:[+0.000, +0.090], score:0.077 slope:-1.31e-04 epsilon:0.68
episode:769, steps:30, total steps:19642, current:[+0.100, -0.010], score:0.077 slope:-1.10e-04 epsilon:0.68
episode:770, steps:90, total steps:19732, current:[+0.200, +0.190], score:0.079 slope:-8.41e-05 epsilon:0.68
episode:771, steps:52, total steps:19784, current:[+0.100, +0.090], score:0.080 slope:-6.55e-05 epsilon:0.68
episode:772, steps:31, total steps:19815, current:[+0.000, +0.090], score:0.080 slope:-1.07e-04 epsilon:0.68
episode:773, steps:30, total steps:19845, current:[+0.000, +0.090], score:0.080 slope:-8.98e-05 epsilon:0.68
episode:774, steps:32, total steps:19877, current:[-0.010, +0.100], score:0.080 slope:-6.62e-05 epsilon:0.68
episode:775, steps:31, total steps:19908, current:[+0.000, +0.090], score:0.081 slope:-1.09e-04 epsilon:0.68
